Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
RAM,'1500 Classic','PICKUP TRUCK - STANDARD',5.7,8.0,A8,X,15.7,11.0,13.6,21.0,319
AUDI,'A4 allroad quattro','STATION WAGON - SMALL',2.0,4.0,AM7,Z,10.0,7.4,8.8,32.0,206
PORSCHE,'PANAMERA TURBO S',FULL-SIZE,4.8,8.0,AM7,Z,15.3,9.7,12.8,22.0,294
HONDA,'Civic Coupe',COMPACT,2.0,4.0,,X,7.8,6.1,7.1,40.0,164
FORD,'F-150 4X4','PICKUP TRUCK - STANDARD',3.0,6.0,AS10,D,11.8,9.3,10.7,26.0,287
PORSCHE,'Cayenne S','SUV - STANDARD',2.9,,AS8,Z,12.9,10.4,11.8,24.0,275
VOLKSWAGEN,CC,COMPACT,2.0,4.0,M6,Z,11.4,7.4,9.6,29.0,221
VOLKSWAGEN,'GOLF SPORTWAGEN','STATION WAGON - SMALL',1.8,4.0,AS6,X,9.6,7.2,8.5,33.0,199
MAZDA,MAZDA6,MID-SIZE,2.5,4.0,M6,X,9.4,6.4,8.1,35.0,186
FORD,'EXPLORER FFV AWD','SUV - STANDARD',3.5,6.0,AS6,E,19.7,14.3,17.3,16.0,288
LINCOLN,'Nautilus AWD','SUV - SMALL',2.0,4.0,AS8,X,12.0,9.6,10.7,26.0,250
,Odyssey,MINIVAN,3.5,6.0,AS10,X,12.2,8.5,10.6,27.0,248
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE II','SUV - SMALL',3.2,6.0,A9,X,12.8,9.0,11.1,25.0,259
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6.0,AM7,Z,12.6,9.9,11.4,25.0,266
PORSCHE,'911 CARRERA S CABRIOLET',MINICOMPACT,3.0,6.0,AM7,Z,10.8,8.4,9.7,29.0,228
ACURA,'MDX SH-AWD A-SPEC','SUV - SMALL',3.5,6.0,AS9,Z,12.2,9.5,11.0,26.0,258
MAZDA,'MAZDA3 4-DOOR',COMPACT,2.5,4.0,AS6,X,8.4,6.1,7.4,38.0,173
JAGUAR,'F-TYPE COUPE',TWO-SEATER,3.0,6.0,AS8,Z,11.8,8.4,10.3,27.0,237
LEXUS,'ES 300h',MID-SIZE,2.5,4.0,AV6,X,5.8,6.1,5.9,48.0,139
KIA,'SEDONA SX',MINIVAN,3.3,6.0,AS6,X,12.9,9.5,11.4,25.0,269
LEXUS,'RX 450h AWD','SUV - STANDARD',3.5,6.0,AV6,Z,7.7,8.2,8.0,35.0,186
BENTLEY,'CONTINENTAL GT CONVERTIBLE',SUBCOMPACT,4.0,8.0,AS8,Z,17.7,10.3,,20.0,337
CADILLAC,'CTS COUPE',MID-SIZE,3.6,6.0,AS6,X,13.2,8.7,11.2,25.0,258
'ALFA ROMEO','Stelvio AWD','SUV - SMALL',2.0,4.0,A8,Z,10.8,8.3,9.6,29.0,226
HYUNDAI,'ELANTRA GT',MID-SIZE,2.0,4.0,A6,X,9.8,7.2,8.6,33.0,198
SUBARU,'IMPREZA WAGON AWD','STATION WAGON - SMALL',2.0,4.0,AV6,X,8.5,6.4,7.6,,175
SUBARU,WRX,COMPACT,2.5,4.0,M6,Z,13.8,10.2,12.2,23.0,281
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,9.0,6.7,8.0,35.0,187
'ASTON MARTIN','VANTAGE GT',TWO-SEATER,4.7,8.0,AM7,Z,17.4,11.3,14.7,19.0,343
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6.0,AM7,Z,13.7,9.6,11.9,24.0,278
LAMBORGHINI,'HURACAN AWD',TWO-SEATER,5.2,10.0,AM7,Z,17.2,12.2,15.0,19.0,349
PORSCHE,'CAYENNE PLATINUM','SUV - STANDARD',,6.0,A8,Z,13.6,10.2,12.1,23.0,281
BUICK,LACROSSE,MID-SIZE,3.6,6.0,AS9,X,11.3,7.9,9.7,29.0,228
GMC,'Yukon XL 4WD','SUV - STANDARD',6.2,8.0,A10,Z,17.1,11.3,14.5,19.0,340
CHEVROLET,'SUBURBAN 4WD FFV','SUV - STANDARD',5.3,8.0,A6,X,15.3,10.9,13.3,21.0,312
NISSAN,FRONTIER,'PICKUP TRUCK - SMALL',2.5,4.0,M5,X,12.2,10.4,11.4,25.0,268
CHEVROLET,'EXPRESS 1500 CARGO CONV AWD','VAN - CARGO',5.3,8.0,A4,X,18.3,14.2,16.5,17.0,380
HONDA,'HR-V AWD','STATION WAGON - SMALL',1.8,4.0,AV,X,8.9,7.5,8.2,34.0,194
DODGE,'CHALLENGER SRT HELLCAT',MID-SIZE,6.2,8.0,M6,,18.1,11.4,15.1,19.0,352
BMW,'340i xDRIVE',COMPACT,3.0,6.0,AS8,Z,10.9,7.3,9.3,30.0,216
LEXUS,'GS 350 AWD',MID-SIZE,3.5,6.0,AS6,Z,12.3,9.1,10.9,26.0,254
PORSCHE,'CAYENNE TURBO','SUV - STANDARD',,8.0,A8,Z,16.7,11.2,14.2,20.0,334
FORD,'F-150 4X4','PICKUP TRUCK - STANDARD',3.0,6.0,AS10,D,11.9,9.4,10.8,26.0,290
MERCEDES-BENZ,'E 400 4MATIC WAGON','STATION WAGON - MID-SIZE',3.0,6.0,AS7,,12.4,8.9,10.8,26.0,253
KIA,RIO,COMPACT,1.6,4.0,M6,,8.7,6.4,7.7,37.0,177
GMC,'SIERRA FFV','PICKUP TRUCK - STANDARD',4.3,6.0,A6,X,13.5,10.0,11.9,24.0,280
MASERATI,'QUATTROPORTE GTS',FULL-SIZE,3.8,8.0,AS8,Z,17.6,10.7,14.5,19.0,334
BENTLEY,'Continental GT',COMPACT,6.0,,AM8,Z,19.0,11.6,15.7,18.0,364
TOYOTA,COROLLA,MID-SIZE,,4.0,M6,X,8.3,6.3,7.4,38.0,170
GMC,'TERRAIN FFV','SUV - SMALL',2.4,4.0,A6,E,15.6,10.8,13.4,21.0,214
BMW,'X6 xDRIVE35i','SUV - STANDARD',3.0,6.0,A8,Z,13.6,9.8,11.9,24.0,274
BMW,'X6 xDRIVE50i','SUV - STANDARD',4.4,8.0,AS8,Z,15.4,11.2,13.5,21.0,317
BMW,'M4 CABRIOLET',SUBCOMPACT,3.0,6.0,M6,Z,13.7,9.1,11.7,24.0,273
BMW,'330i xDRIVE GRAN TURISMO',FULL-SIZE,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213
CHEVROLET,EQUINOX,'SUV - SMALL',2.4,4.0,A6,X,10.5,,,31.0,209
FORD,'EXPLORER FFV AWD','SUV - STANDARD',3.5,6.0,AS6,E,19.7,14.3,17.3,16.0,288
FORD,MUSTANG,SUBCOMPACT,3.7,6.0,M6,X,13.6,8.4,11.2,25.0,264
BMW,'X3 M Competition','SUV - SMALL',3.0,6.0,AS8,Z,16.6,12.1,14.6,19.0,339
MERCEDES-BENZ,'S 560 4MATIC',FULL-SIZE,4.0,8.0,A9,Z,13.5,8.6,11.3,25.0,265
SUBARU,'Ascent AWD','SUV - STANDARD',2.4,4.0,AV8,X,,9.0,10.4,27.0,244
PORSCHE,'911 Carrera S Cabriolet',MINICOMPACT,3.0,6.0,,Z,12.7,10.2,11.6,24.0,272
PORSCHE,MACAN,'SUV - SMALL',2.0,4.0,A7,Z,11.6,9.3,10.6,27.0,248
'ASTON MARTIN','DB11 V12',MINICOMPACT,5.2,12.0,A8,Z,15.5,11.4,13.7,21.0,322
MERCEDES-BENZ,'E 400 CABRIOLET',SUBCOMPACT,3.0,6.0,AS7,Z,11.5,8.1,10.0,28.0,233
KIA,'Sportage AWD','SUV - SMALL',2.4,4.0,AS6,X,10.8,9.1,10.0,28.0,239
MERCEDES-BENZ,'AMG SLC 43',TWO-SEATER,3.0,6.0,A9,Z,11.6,8.2,10.1,28.0,236
'ALFA ROMEO','Stelvio AWD Quadrifoglio','SUV - SMALL',2.9,6.0,A8,Z,13.9,10.3,12.3,23.0,288
MINI,'John Cooper Works Convertible',MINICOMPACT,2.0,4.0,M6,Z,10.8,7.7,9.4,30.0,220
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2.0,4.0,AS8,Z,11.3,8.0,9.8,29.0,225
PORSCHE,'911 CARRERA CABRIOLET',MINICOMPACT,3.4,6.0,M7,Z,12.3,8.7,10.7,26.0,246
CADILLAC,SRX,'SUV - STANDARD',3.6,6.0,AS6,X,14.2,9.8,12.3,23.0,287
HYUNDAI,Elantra,MID-SIZE,1.6,4.0,M6,X,10.7,7.8,9.4,30.0,221
FORD,'F-150 FFV 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',5.0,8.0,AS6,X,16.8,12.4,14.8,19.0,347
LEXUS,'RX 350 AWD','SUV - SMALL',3.5,6.0,AS8,X,12.2,8.9,10.7,26.0,251
JEEP,Compass,'SUV - SMALL',2.4,4.0,A6,X,10.6,7.6,9.3,30.0,218
DODGE,'CHARGER AWD',,3.6,6.0,A8,X,12.8,8.6,10.9,26.0,251
GMC,'SIERRA FFV','PICKUP TRUCK - STANDARD',4.3,6.0,A6,E,19.3,14.3,17.1,17.0,284
CHEVROLET,,'PICKUP TRUCK - SMALL',2.8,4.0,A6,D,12.0,8.2,,27.0,277
MERCEDES-BENZ,'AMG G 65','SUV - STANDARD',6.0,12.0,AS7,Z,24.3,17.9,21.4,13.0,476
MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,X,9.1,6.7,8.0,35.0,187
TOYOTA,CAMRY,MID-SIZE,2.5,4.0,,X,8.1,5.7,6.9,41.0,164
MERCEDES-BENZ,'AMG GT R Coupe',,4.0,8.0,AM7,Z,15.9,11.8,14.0,20.0,327
NISSAN,GT-R,SUBCOMPACT,3.8,6.0,,Z,14.4,10.9,12.8,22.0,300
CHRYSLER,'TOWN & COUNTRY FFV',MINIVAN,3.6,6.0,A6,X,14.1,9.5,12.0,24.0,276
CHEVROLET,'CRUZE LIMITED',MID-SIZE,1.8,4.0,M6,X,9.4,6.6,8.1,35.0,190
AUDI,'TT Roadster quattro',TWO-SEATER,2.0,4.0,AM7,X,10.3,7.7,9.2,31.0,213
MERCEDES-BENZ,'E 400 CABRIOLET',SUBCOMPACT,3.0,6.0,AS7,Z,11.5,8.1,10.0,28.0,233
CHRYSLER,'300 AWD',FULL-SIZE,3.6,6.0,A8,X,12.8,8.7,11.0,26.0,258
VOLVO,'S60 T5 AWD',COMPACT,2.5,5.0,AS6,X,11.6,8.2,10.1,28.0,232
FORD,'Mustang (Performance Pkg)',SUBCOMPACT,2.3,4.0,M6,X,11.8,8.7,10.4,27.0,244
MAZDA,MX-5,TWO-SEATER,,4.0,AS6,Z,9.0,6.7,8.0,35.0,187
VOLVO,'V60 T5 AWD','STATION WAGON - SMALL',2.5,5.0,AS6,X,11.6,8.2,10.1,28.0,232
CADILLAC,'XT5 AWD','SUV - SMALL',3.6,6.0,AS8,X,12.8,9.3,11.2,25.0,263
SUBARU,'Ascent AWD','SUV - STANDARD',2.4,4.0,AV8,X,11.6,9.0,10.4,27.0,244
LEXUS,'ES 300h',MID-SIZE,2.5,4.0,AS6,X,5.5,5.2,5.3,53.0,124
MERCEDES-BENZ,'G 63 AMG','SUV - STANDARD',5.5,8.0,AS7,Z,20.0,16.6,18.5,15.0,426
RAM,'1500 4X4 (MDS)','PICKUP TRUCK - STANDARD',5.7,8.0,A6,X,17.7,12.7,15.4,18.0,362
BMW,,FULL-SIZE,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213
FORD,FUSION,MID-SIZE,2.5,4.0,A6,X,11.3,7.5,9.6,29.0,224
HONDA,'PILOT AWD','SUV - SMALL',3.5,6.0,A6,X,13.0,9.3,11.3,25.0,266
RAM,,'PICKUP TRUCK - STANDARD',5.7,8.0,A6,X,17.7,12.7,15.4,18.0,362
FORD,'ESCAPE AWD','SUV - SMALL',2.0,4.0,AS6,X,11.4,8.4,10.0,28.0,236
CHEVROLET,Camaro,SUBCOMPACT,3.6,6.0,AS10,X,12.5,8.1,10.5,27.0,247
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8.0,M7,Z,14.2,9.0,11.9,24.0,278
GENESIS,'G90 AWD',FULL-SIZE,3.3,6.0,AS8,Z,13.6,9.5,11.8,24.0,280
AUDI,'A7 quattro',MID-SIZE,3.0,6.0,AM7,Z,10.9,8.2,9.7,,226
PORSCHE,'911 CARRERA S CABRIOLET',MINICOMPACT,3.0,6.0,M7,Z,12.1,8.3,10.4,27.0,243
VOLKSWAGEN,'GOLF SPORTWAGON TDI (modified)','STATION WAGON - SMALL',2.0,4.0,M6,D,7.6,5.5,6.7,42.0,179
MAZDA,'CX-5 (Cylinder Deactivation)','SUV - SMALL',2.5,4.0,AS6,X,9.3,7.6,8.5,33.0,201
CHEVROLET,'MALIBU LIMITED',MID-SIZE,2.5,4.0,AS6,X,10.0,7.0,8.6,33.0,202
DODGE,'CHALLENGER SRT (MDS)',MID-SIZE,6.4,8.0,A8,Z,15.7,9.5,12.9,22.0,302
DODGE,'DURANGO AWD (MDS)','SUV - STANDARD',5.7,8.0,A8,X,17.3,10.8,14.4,20.0,331
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5.0,8.0,AS10,X,15.1,11.6,13.5,21.0,317
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6.0,AM7,Z,12.6,,11.4,25.0,266
JAGUAR,'F-TYPE R COUPE AWD',TWO-SEATER,5.0,8.0,AS6,Z,15.6,10.4,13.3,21.0,311
MINI,'COOPER 3 DOOR',SUBCOMPACT,1.5,3.0,AS6,Z,8.5,6.3,7.5,38.0,172
LEXUS,'GS 350 AWD',MID-SIZE,3.5,6.0,AS6,Z,12.5,9.1,11.0,26.0,253
,BEETLE,COMPACT,1.8,4.0,M5,X,,7.2,8.7,32.0,200
MERCEDES-BENZ,'GLA 250 4MATIC','SUV - SMALL',2.0,4.0,AS7,Z,,7.4,8.7,32.0,200
KIA,SEDONA,MINIVAN,3.5,6.0,A6,X,13.7,9.9,12.0,24.0,276
FIAT,500L,'STATION WAGON - SMALL',1.4,4.0,A6,X,10.7,7.9,9.4,30.0,221
CHEVROLET,MALIBU,,1.5,4.0,A6,X,8.8,6.5,7.8,36.0,181
AUDI,'A5 QUATTRO',SUBCOMPACT,2.0,4.0,M6,Z,10.6,7.3,9.1,31.0,209
JEEP,'CHEROKEE TRAILHAWK 4X4','SUV - SMALL',2.4,4.0,A9,X,12.1,9.4,10.9,26.0,255
LINCOLN,'Continental AWD',FULL-SIZE,3.7,6.0,AS6,X,14.3,9.7,12.2,23.0,287
DODGE,Charger,FULL-SIZE,3.6,6.0,A8,X,12.4,7.8,10.3,27.0,242
NISSAN,'Armada 4WD','SUV - STANDARD',5.6,8.0,AS7,X,17.5,12.9,15.4,18.0,362
BMW,'328d xDRIVE',COMPACT,2.0,,AS8,D,7.8,5.9,7.0,40.0,184
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',6.2,8.0,A8,Z,16.1,11.4,14.0,20.0,322
VOLVO,'S60 T6 AWD',COMPACT,2.0,4.0,AS8,Z,11.1,7.3,,30.0,218
JEEP,COMPASS,'SUV - SMALL',2.4,4.0,A6,X,,8.6,10.0,28.0,235
FORD,'FOCUS RS AWD',MID-SIZE,2.3,4.0,M6,Z,12.1,9.3,10.9,26.0,255
CHEVROLET,'EXPRESS 1500 CARGO CONV AWD','VAN - CARGO',5.3,8.0,A4,X,18.3,14.2,16.5,17.0,380
NISSAN,'370Z ROADSTER',TWO-SEATER,3.7,6.0,M6,Z,13.6,9.7,11.8,24.0,278
MERCEDES-BENZ,'B 250','STATION WAGON - SMALL',2.0,4.0,AS7,Z,9.2,6.6,8.0,35.0,184
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8.0,A6,E,19.9,13.8,17.2,16.0,275
CHEVROLET,'Silverado 4WD','PICKUP TRUCK - STANDARD',5.3,8.0,A8,X,14.7,10.7,12.9,,303
,TACOMA,'PICKUP TRUCK - SMALL',2.7,4.0,M5,X,11.3,8.9,10.2,28.0,235
PORSCHE,'CAYENNE TURBO','SUV - STANDARD',4.8,8.0,A8,Z,16.7,11.2,14.2,20.0,334
FORD,'T-150 Wagon FFV 4WD','VAN - PASSENGER',3.5,6.0,AS10,X,16.7,12.8,15.0,19.0,352
BMW,M5,MID-SIZE,4.4,8.0,AS8,Z,16.0,11.2,13.9,20.0,324
BMW,'435i xDRIVE COUPE',COMPACT,3.0,6.0,AS8,Z,12.0,7.9,10.2,28.0,238
FIAT,'500 ABARTH CABRIO',MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36.0,179
GMC,Sierra,'PICKUP TRUCK - STANDARD',4.3,6.0,A6,X,15.1,11.5,,,317
JEEP,'Cherokee 4X4 Active Drive II','SUV - SMALL',2.0,4.0,A9,X,11.5,8.6,10.2,28.0,240
MINI,'JOHN COOPER WORKS COUNTRYMAN ALL4',COMPACT,1.6,4.0,AS6,Z,10.1,7.7,9.0,31.0,212
FORD,'EXPLORER FFV AWD','SUV - STANDARD',3.5,6.0,AS6,E,19.7,14.3,17.3,16.0,288
FORD,'F-150 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',3.5,6.0,AS10,X,14.7,11.2,13.1,22.0,308
GMC,'SIERRA FFV','PICKUP TRUCK - STANDARD',4.3,6.0,A6,X,13.5,10.0,11.9,24.0,280
DODGE,'CHALLENGER SRT HELLCAT',MID-SIZE,6.2,8.0,M6,Z,18.1,11.4,15.1,19.0,352
TOYOTA,'RAV4 HYBRID AWD','SUV - SMALL',2.5,4.0,AV6,X,6.9,7.6,7.2,39.0,169
HYUNDAI,'Elantra GT',FULL-SIZE,2.0,4.0,AS6,X,9.4,7.1,8.4,34.0,200
JEEP,'CHEROKEE FFV','SUV - SMALL',2.4,4.0,A9,X,10.9,7.7,9.5,30.0,223
LEXUS,'ES 300h',MID-SIZE,2.5,4.0,AS6,X,5.5,5.2,5.3,53.0,124
'ALFA ROMEO',4C,TWO-SEATER,1.8,,AM6,Z,9.7,6.9,8.4,34.0,193
FORD,'FLEX AWD','SUV - STANDARD',3.5,6.0,AS6,X,13.7,,12.1,23.0,278
JEEP,CHEROKEE,'SUV - SMALL',2.4,4.0,A9,X,10.9,7.7,9.5,30.0,223
CADILLAC,'CTS Vsport',MID-SIZE,3.6,6.0,,Z,15.0,9.9,12.7,22.0,299
JEEP,COMPASS,'SUV - SMALL',2.0,4.0,AV,X,10.8,8.9,10.0,28.0,234
JAGUAR,'F-TYPE Coupe',TWO-SEATER,3.0,6.0,M6,Z,14.9,9.8,12.6,22.0,296
INFINITI,Q70,MID-SIZE,3.7,6.0,AS7,Z,12.8,8.9,11.0,26.0,253
BMW,'435i xDRIVE GRAN COUPE',COMPACT,3.0,6.0,AS8,Z,11.9,7.8,10.0,28.0,230
JEEP,'GRAND CHEROKEE 4X4 SRT','SUV - STANDARD',6.4,8.0,A8,Z,18.3,12.6,15.7,18.0,368
GMC,Terrain,'SUV - SMALL',1.5,4.0,A9,X,9.2,7.8,8.6,33.0,202
JEEP,CHEROKEE,'SUV - SMALL',2.4,4.0,A9,X,10.9,7.7,9.5,30.0,218
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6.0,AM7,Z,12.6,9.9,11.4,25.0,266
NISSAN,'MURANO AWD','STATION WAGON - MID-SIZE',3.5,6.0,AV7,X,11.2,8.4,9.9,29.0,232
,'EXPLORER FFV AWD','SUV - STANDARD',3.5,6.0,AS6,E,19.7,14.3,17.3,16.0,288
PORSCHE,'911 Carrera S Cabriolet',MINICOMPACT,3.0,6.0,AM8,Z,12.7,10.2,11.6,24.0,272
JEEP,COMPASS,'SUV - SMALL',2.0,4.0,A6,X,11.1,8.3,9.8,29.0,225
HYUNDAI,ACCENT,COMPACT,1.6,4.0,AS6,X,8.9,6.3,7.7,37.0,179
LEXUS,'LS 460',MID-SIZE,4.6,8.0,AS8,Z,14.4,9.6,12.3,23.0,283
TOYOTA,TACOMA,'PICKUP TRUCK - SMALL',2.7,4.0,A4,X,12.2,9.9,11.2,25.0,258
SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,,7.1,8.5,33.0,196
BMW,'428i COUPE',COMPACT,2.0,4.0,M6,Z,10.7,7.0,9.0,31.0,211
PORSCHE,MACAN,'SUV - SMALL',2.0,4.0,A7,Z,11.6,9.3,10.6,27.0,248
CADILLAC,CTS,MID-SIZE,2.0,4.0,AS6,Z,11.5,7.9,9.9,29.0,228
NISSAN,'Armada 4WD','SUV - STANDARD',5.6,8.0,AS7,X,17.5,12.9,15.4,18.0,362
RAM,'1500 FFV','PICKUP TRUCK - STANDARD',3.6,6.0,A8,E,19.7,13.8,17.0,17.0,283
'LAND ROVER',LR2,'SUV - SMALL',2.0,4.0,AS6,Z,13.5,9.9,11.9,24.0,274
,MIRAGE,COMPACT,1.2,3.0,AV,X,6.4,5.5,6.0,47.0,141
GMC,'YUKON XL 4WD FFV','SUV - STANDARD',5.3,8.0,A6,X,15.4,10.8,13.3,21.0,312
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6.0,A6,X,14.2,9.5,12.1,23.0,284
MERCEDES-BENZ,'CLS 400 4MATIC',COMPACT,3.0,6.0,AS7,Z,12.2,8.8,10.7,,252
BMW,,COMPACT,3.0,6.0,M6,Z,,9.3,11.6,24.0,273
CHRYSLER,'300 AWD',FULL-SIZE,3.6,6.0,A8,X,12.8,8.6,10.9,26.0,251
KIA,'OPTIMA HYBRID',MID-SIZE,2.0,4.0,AS6,X,6.0,,5.6,50.0,132
'ALFA ROMEO','4C Spider',TWO-SEATER,1.8,4.0,AM6,Z,9.7,6.9,8.4,34.0,197
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2.0,4.0,AS8,Z,11.3,8.0,9.8,29.0,225
MITSUBISHI,LANCER,COMPACT,,4.0,AV6,X,9.2,7.0,8.2,34.0,189
PORSCHE,'911 CARRERA 4 CABRIOLET',MINICOMPACT,3.0,6.0,AM7,Z,11.0,8.4,9.8,29.0,230
JEEP,CHEROKEE,'SUV - SMALL',2.4,4.0,,X,10.9,7.7,9.5,30.0,223
GMC,'YUKON XL 4WD','SUV - STANDARD',5.3,8.0,A6,E,22.1,15.4,19.1,15.0,306
BMW,'530i xDRIVE',MID-SIZE,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213
AUDI,'A3 TDI (modified)',SUBCOMPACT,2.0,4.0,AM6,D,7.6,5.5,6.5,43.0,177
AUDI,'TTS Coupe',SUBCOMPACT,2.0,4.0,AM7,Z,10.4,8.2,9.4,30.0,220
CHEVROLET,'SONIC RS',COMPACT,1.4,4.0,AS6,X,9.4,7.0,8.3,34.0,191
GMC,'YUKON 4WD','SUV - STANDARD',5.3,8.0,A6,X,15.2,10.8,13.2,21.0,310
HONDA,Odyssey,MINIVAN,3.5,,AS10,X,12.2,8.5,10.6,27.0,248
INFINITI,'QX70 AWD','SUV - SMALL',5.0,8.0,AS7,Z,16.6,11.9,14.5,19.0,334
FIAT,'500 ABARTH CABRIO',MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36.0,179
CHEVROLET,EQUINOX,'SUV - SMALL',3.6,6.0,A6,E,18.8,,16.2,17.0,259
KIA,'SEDONA SXL',MINIVAN,3.3,6.0,AS6,X,14.2,10.5,12.5,23.0,288
GMC,'Sierra FFV','PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,15.7,11.9,14.0,20.0,329
MERCEDES-BENZ,'AMG GT R Coupe',TWO-SEATER,4.0,8.0,AM7,Z,15.9,11.8,14.0,20.0,327
GMC,TERRAIN,'SUV - SMALL',2.4,4.0,A6,X,10.5,7.3,9.1,31.0,209
GMC,'Sierra WT 4WD','PICKUP TRUCK - STANDARD',2.7,4.0,A8,X,12.7,11.0,12.0,24.0,280
JEEP,'Wrangler JL 4X4','SUV - SMALL',2.0,4.0,A8,X,10.5,9.4,10.0,28.0,233
TOYOTA,Corolla,MID-SIZE,1.8,4.0,AV,X,8.3,6.5,7.5,38.0,174
CHRYSLER,'TOWN & COUNTRY FFV',MINIVAN,3.6,6.0,A6,X,14.1,9.5,12.0,,276
BMW,'750Li xDRIVE',FULL-SIZE,4.4,8.0,A8,Z,15.0,9.8,12.7,22.0,292
MERCEDES-BENZ,'AMG C 63 S CABRIOLET',SUBCOMPACT,4.0,8.0,AS7,Z,14.0,10.1,12.2,23.0,291
JAGUAR,'XJ AWD',FULL-SIZE,3.0,6.0,AS8,Z,14.6,9.6,12.4,23.0,285
MAZDA,'CX-5 (Cylinder Deactivation)','SUV - SMALL',2.5,4.0,AS6,X,9.3,7.6,8.5,33.0,201
NISSAN,VERSA,COMPACT,1.6,4.0,M5,X,8.6,6.5,7.7,37.0,177
TOYOTA,'HIGHLANDER HYBRID AWD','SUV - STANDARD',3.5,6.0,AV6,X,8.0,8.6,8.3,34.0,191
INFINITI,'Q50 HYBRID AWD',COMPACT,3.5,6.0,AS7,Z,9.1,,8.5,33.0,200
FORD,ESCAPE,'SUV - SMALL',2.0,4.0,AS6,X,10.9,8.0,9.6,29.0,221
MERCEDES-BENZ,'ML 63 AMG 4MATIC','SUV - STANDARD',5.5,8.0,AS7,Z,17.2,13.5,15.5,18.0,356
CHEVROLET,Tahoe,'SUV - STANDARD',5.3,8.0,A6,X,15.7,10.5,13.4,21.0,314
FORD,'EXPLORER FFV AWD','SUV - STANDARD',3.5,6.0,,E,19.7,14.3,17.3,16.0,288
CADILLAC,CTS-V,MID-SIZE,6.2,8.0,AS8,Z,16.6,11.1,14.1,20.0,332
CHEVROLET,SONIC,COMPACT,1.4,4.0,M6,X,8.5,6.2,7.5,38.0,173
CADILLAC,'XT5 AWD','SUV - SMALL',3.6,6.0,AS8,X,12.8,9.3,11.2,25.0,263
BMW,M2,SUBCOMPACT,3.0,6.0,M6,Z,13.1,9.2,11.4,25.0,267
PORSCHE,'911 Carrera T',MINICOMPACT,3.0,6.0,M7,Z,14.6,9.4,,23.0,286
PORSCHE,'911 Carrera S Cabriolet',MINICOMPACT,3.0,6.0,AM8,Z,12.7,10.2,11.6,24.0,272
CHEVROLET,Blazer,'SUV - SMALL',3.6,6.0,A9,X,12.0,9.0,10.6,27.0,250
BMW,'X1 xDRIVE35i','SUV - SMALL',3.0,6.0,,Z,13.2,8.9,11.3,25.0,260
FORD,'F-150 FFV (Payload Pkg)','PICKUP TRUCK - STANDARD',5.0,8.0,AS10,E,19.9,15.8,18.0,16.0,300
FIAT,'500 ABARTH CABRIO',MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36.0,179
GMC,Acadia,'SUV - STANDARD',2.5,4.0,A6,X,,9.2,10.2,28.0,237
BMW,'330i xDRIVE GRAN TURISMO',FULL-SIZE,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213
CHRYSLER,'200 SEDAN FFV',,3.6,6.0,A6,X,12.5,8.1,10.5,27.0,242
KIA,'SOUL TURBO','STATION WAGON - SMALL',1.6,4.0,,X,9.1,7.7,8.5,33.0,199
NISSAN,'JUKE AWD','STATION WAGON - SMALL',1.6,4.0,AV7,Z,8.8,7.5,8.2,34.0,194
MERCEDES-BENZ,'CLA 250 4MATIC FFV',COMPACT,2.0,4.0,AS7,E,13.1,9.8,11.6,24.0,198
DODGE,'JOURNEY AWD','SUV - SMALL',3.6,6.0,A6,X,14.5,10.0,12.4,23.0,292
HONDA,'CR-V AWD','SUV - SMALL',2.4,4.0,AV,X,9.5,7.5,8.6,33.0,202
MERCEDES-BENZ,'C 300 4MATIC',COMPACT,2.0,4.0,AS7,Z,10.1,7.8,9.0,31.0,212
